24 HOUR VOLUME COUNT LOCATIONS,NB TOTAL,SB TOTAL,EB TOTAL, WB TOTOAL,TOTAL VOLUME,DATE,Lost time (l),Saturation headway(h),Green delay time (l+h.n)
"Northridge Dr, 1500 blk - East of Belfast Dr",,,133,120,253,1/13/2009 0:00,4,2,510
"Northridge Dr, 1800 blk - East of Delwood Dr",,,291,295,586,9/20/2005 0:00,4,2,1176
"Northridge Dr, 1800 blk - East of Delwood Dr",,,246,247,493,3/22/2001 0:00,4,2,990
"Northwestern Avenue, 1100 blk - North of Walter Street",567,551,,,1118,9/20/2012 0:00,4,2,2240
"Northwood Rd, 1500 blk - East of Kerby Ln",,,1803,1443,3246,5/5/2009 0:00,4,2,6496
"Northwood Rd, 1600 blk - West of Kerby Ln",,,1889,1600,3489,12/4/2007 0:00,4,2,6982
"Northwood Rd, 1600 blk - West of Kerby Ln",,,2349,1628,3977,5/7/2007 0:00,4,2,7958
"Northwood Rd, 1700 blk - West of Jefferson St",,,4799,7010,11809,1/10/2008 0:00,4,2,23622
"Northwood Rd, 2700 blk - West of Expositions Blvd",,,540,567,1107,2/6/2008 0:00,4,2,2218
"Norwood Hill Rd, 3000 blk - East of Darlington Ln",,,841,823,1664,9/27/2011 0:00,4,2,3332
"Norwood Hill Rd, 3000 blk - East of Darlington Ln",,,841,823,1664,9/7/2011 0:00,4,2,3332
"Nuckols Crossing Rd, 5400 blk - North of Palo Blanco Ln",4205,4575,,,8780,3/22/2004 0:00,4,2,17564
"Nuckols Crossing Rd, 5500 blk - North of Palo Blanco Ln",4735,4707,,,9442,5/5/2009 0:00,4,2,18888
"Nuckols Crossing Rd, 5600 blk - South of Palo Blanco Ln",4426,4149,,,8575,5/5/2009 0:00,4,2,17154
"Nuckols Crossing Rd, 5600 blk - South of Palo Blanco Ln",3902,3894,,,7796,3/22/2004 0:00,4,2,15596
"Nuckols Crossing Rd, 5600 blk - South of Palo Blanco Ln",3667,3818,,,7485,3/26/2002 0:00,4,2,14974
"Nuckols Crossing Rd, 5800 blk - South of Village Square Dr",4523,4100,,,8623,5/5/2009 0:00,4,2,17250
"Nuckols Crossing Rd, 5800 blk - South of Village Square Dr",3959,3847,,,7806,3/22/2004 0:00,4,2,15616
"Nuckols Crossing Rd, 5800 blk - South of Village Square Dr",3924,3791,,,7715,3/26/2002 0:00,4,2,15434
"Nuckols Crossing Rd, 8300 blk - North of Vertex Blvd",2569,2842,,,5411,12/15/2009 0:00,4,2,10826
"Nueces St, 1300 blk - South of W. 14th St",1501,1864,,,3365,1/27/2010 0:00,4,2,6734
"Nueces St, 1300 blk - South of W. 14th St",1754,1954,,,3708,1/21/2010 0:00,4,2,7420
"Nueces St, 1300 blk - South of W. 14th St",1750,1944,,,3694,12/11/2002 0:00,4,2,7392
"Nueces St, 1700 blk - North of W. 17th St",1605,1880,,,3485,12/11/2002 0:00,4,2,6974
"Nueces St, 1700 blk - South of W. 18th St",1704,1957,,,3661,1/27/2010 0:00,4,2,7326
"Nueces St, 1700 blk - South of W. 18th St",1632,1898,,,3530,1/21/2010 0:00,4,2,7064
"Nueces St, 2100 blk - North of W. 21st St                        1-way SB",n/a,3167,,,3167,9/17/2002 0:00,4,2,6338
"Nueces St, 2400 blk - North of W. 23rd St                        1-way SB",n/a,3546,,,3546,11/18/2003 0:00,4,2,7096
"Nueces St, 2500 blk - North of W. 25th St                        1-way SB",n/a,3588,,,3588,9/17/2002 0:00,4,2,7180
"Nueces St, 2600 blk - South of W 27th St",n/a,5444,,,5444,5/10/2007 0:00,4,2,10892
"Nueces St, 2700 blk - North of W. 27th St                        1-way SB",n/a,3562,,,3562,10/15/2003 0:00,4,2,7128
"Nueces St, 2700 blk - North of W. 27th St                        1-way SB",n/a,3530,,,3530,9/17/2002 0:00,4,2,7064
"Nueces St, 600 blk - North of W. 6th St",1631,1731,,,3362,1/27/2010 0:00,4,2,6728
"Nueces St, 600 blk - North of W. 6th St",1718,1719,,,3437,1/21/2010 0:00,4,2,6878
"Nueces St, 900 blk - North of W. 9th St",1958,1100,,,3058,1/11/2001 0:00,4,2,6120
"Nueces St, 900 blk - South of W. 10th St",2084,1488,,,3572,1/27/2010 0:00,4,2,7148
"Nueces St, 900 blk - South of W. 10th St",1970,1549,,,3519,1/21/2010 0:00,4,2,7042
"Oak Hollow Dr, 10100 blk - North of Oak Run Dr",273,256,,,529,12/5/2007 0:00,4,2,1062
"Oak Hollow Dr, 10100 blk - South of Chukar Circle",268,259,,,527,10/3/2007 0:00,4,2,1058
"Oak Hollow Dr, 9700 blk - North of Desert Quail Ln",123,114,,,237,12/5/2007 0:00,4,2,478
"Oak Ledge Dr, 8800 blk - North of Shelby Oak Ln",197,199,,,396,11/29/2007 0:00,4,2,796
"Oak Meadow Dr, 7400 blk - East of Silverdale Dr",,,1282,1264,2546,9/23/2013 0:00,4,2,5096
"Oak Meadow Dr, 7400 blk - East of Silverdale Dr",,,1282,1264,2546,9/23/2013 0:00,4,2,5096
"Oak Park Dr, 3000 blk - East of Cedarview Dr",,,43,30,73,2/27/2014 0:00,4,2,150
"Oak View Dr, 10800 blk - East of Windridge Dr",,,431,449,880,2/3/2003 0:00,4,2,1764
"Oak View Dr, 10800 blk - East of Windridge Dr",,,461,493,954,9/24/2002 0:00,4,2,1912
"Oak View Dr, 10900 blk - South of Arrowpoint Dr",575,584,,,1159,2/3/2003 0:00,4,2,2322
"Oak View Dr, 10900 blk - South of Arrowpoint Dr",586,622,,,1208,9/24/2002 0:00,4,2,2420
"Oakmont Blvd, 3200 blk - South of West 33rd St",132,174,,,306,11/27/2007 0:00,4,2,616
"Oakmont Blvd, 3600 blk - South of West 37th St",278,143,,,421,2/14/2011 0:00,4,2,846
"Oakmont Blvd, 3800 blk - North of West 38th St ",237,170,,,407,2/23/2011 0:00,4,2,818
"Oakmont Blvd,3800 blk - North of West 38th St",214,184,,,398,2/21/2012 0:00,4,2,800
"Oakview Dr, 10800 blk - East of Windridge Dr ",,,409,498,907,11/29/2011 0:00,4,2,1818
"Oakview Dr, 10900 blk - North of Buckhorn Dr ",561,643,,,1204,11/29/2011 0:00,4,2,2412
"Ohlen Rd, 1700 blk - East of Burrell Dr",,,4039,3929,7968,2/19/2009 0:00,4,2,15940
"Ohlen Road, 1700 blk - East of Putnam Drive",,,3697,4125,7822,9/19/2012 0:00,4,2,15648
"Old Bee Caves Rd, 6800 blk - North of TX Hwy 71",1021,936,,,1957,4/14/2004 0:00,4,2,3918
"Old Bee Caves Rd, 7800 blk - South of Landscape Dr",903,876,,,1779,4/14/2004 0:00,4,2,3562
"Old Bee Caves Rd, 8300 blk - East of Fletcher Ln",,,1391,1411,2802,2/15/2011 0:00,4,2,5608
"Old Bee Caves Rd, 8400 blk - West of Fletcher Ln",,,1832,2097,3929,2/15/2011 0:00,4,2,7862
"Old Bee Caves Rd, 8700 blk - North of Bell Dr",1128,1147,,,2275,4/14/2004 0:00,4,2,4554
"Old Castle Rd, 4700 blk - South of Rhonda Court",325,305,,,630,4/22/2013 0:00,4,2,1264
"Old Cedar Ln, 1100 blk - West of Willow Bend Dr",,,308,257,565,5/3/2010 0:00,4,2,1134
"Old Cedar Ln, 1200 blk - West of Oak Shadow Cir",,,190,161,351,5/3/2010 0:00,4,2,706
"Old Lampasas Trl, 8900 blk - West of Spicewood Springs Rd",,,1752,1790,3542,9/18/2006 0:00,4,2,7088
"Old Manchaca Rd, 10200 blk - North of Gail Rd",1299,2099,,,3398,2/28/2013 0:00,4,2,6800
"Old Manor Rd, 5000 blk - South of E. 51st St",531,565,,,1096,2/12/2004 0:00,4,2,2196
"Old Manor Rd, 5100 blk - North of E. 51st St",1583,2249,,,3832,3/3/2010 0:00,4,2,7668
"Old Manor Rd, 5100 blk - North of E. 51st St",1557,2266,,,3823,2/12/2004 0:00,4,2,7650
"Olson Dr, 11500 blk - South of Anderson Mill Rd",3534,2831,,,6365,5/11/2005 0:00,4,2,12734
"Olson Dr, 11500 blk - South of Anderson Mill Rd",3942,3125,,,7067,3/9/2004 0:00,4,2,14138
"Olson Dr, 11600 blk - North of Tin Cup Dr",3031,2039,,,5070,1/13/2003 0:00,4,2,10144
"Olson Dr, 11800 blk - South of Anderson Mill Rd",3668,3022,,,6690,1/9/2003 0:00,4,2,13384
"Oltorf St East, 1900 blk - At Burton Dr",,,15224,12267,27491,6/26/2013 0:00,4,2,54986
"Oltorf St East, 1900 blk - West of Burton Dr",,,18209,16758,34967,4/19/2004 0:00,4,2,69938
"Oltorf St East, 2000 blk - West of Burton Dr",,,14339,,14339,4/27/2011 0:00,4,2,28682
"Oltorf St East, 2100 blk - East Burton Dr ",,,,12629,12629,4/27/2011 0:00,4,2,25262
"Oltorf St East, 2500 blk - East of S Pleasant Valley Rd",,,11732,9220,20952,2/6/2002 0:00,4,2,41908
"Oltorf St East, 4500 blk - West of Wickersham Ln",,,9191,8576,17767,1/10/2005 0:00,4,2,35538
"Oltorf St East, 500 blk - West of Sherwood Ln",,,14051,13063,27114,3/1/2004 0:00,4,2,54232
"Oltorf St East, 5400 blk - West of Alvin Devane Blvd",,,6395,5953,12348,4/11/2005 0:00,4,2,24700
"Oltorf St East, 5500 blk - East of Alvin Devane Blvd",,,6291,5530,11821,4/11/2005 0:00,4,2,23646
"Oltorf St West, 1300 blk - East of the Railroad Tracks",,,7898,7357,15255,11/4/2009 0:00,4,2,30514
"Oltorf St West, 800 blk - East of Oak Crest Ave ",,,8942,8144,17086,3/1/2004 0:00,4,2,34176
"Onion Creek Dr,7400 blk - East of Lady Bug St",,,401,311,712,10/14/2010 0:00,4,2,1428
"Onion Creek Dr,7400 blk - West of Lady Bug St",,,590,495,1085,10/14/2010 0:00,4,2,2174
"Oriole Dr, 9800 blk - South of Longspur Dr",1938,999,,,2937,8/31/2005 0:00,4,2,5878
"Oriole Dr, 9900 blk - North of Longspur Dr",2006,911,,,2917,8/31/2005 0:00,4,2,5838
"Overdale Rd, 2900 blk - East of Overbrook Dr",,,269,231,500,3/8/2004 0:00,4,2,1004
"Overdale Rd, 2900 blk - West of Overbrook Dr",,,298,290,588,3/8/2004 0:00,4,2,1180
"Oxford Ave, 2100 blk - South of Valeria St",156,101,,,257,4/8/2002 0:00,4,2,518
"Pack Saddle Pass, 4400 blk - East of Roundup Trl",,,,998,998,9/7/2011 0:00,4,2,2000
"Pack Saddle Pass, 4500 blk - West of Roundup Trl",,,852,,852,9/7/2011 0:00,4,2,1708
"Painted Valley Dr, 5700 blk - West of Floral Park",,,171,189,360,10/7/2013 0:00,4,2,724
"Painted Valley Dr, 5700 blk - West of Floral Park",,,171,189,360,10/7/2013 0:00,4,2,724
"Palace Pkwy, 8400 blk - South of Birmingham Dr",869,925,,,1794,9/19/2007 0:00,4,2,3592
"Palace Pkwy, 8600 blk - North of Kavanagh Dr",918,806,,,1724,3/26/2012 0:00,4,2,3452
"Palace Pkwy, 8900 blk - South of Calico Dr",1089,897,,,1986,11/2/2010 0:00,4,2,3976
"Palace Pkwy, 9100 blk - North of W. Slaughter Ln",1010,707,,,1717,4/12/2005 0:00,4,2,3438
"Palfrey Dr, 12700 blk - South of Timberside Dr",191,181,,,372,11/9/2010 0:00,4,2,748
"Palma Plaza, 1700 blk - East of Hartford Rd",,,600,454,1054,9/10/2001 0:00,4,2,2112
"Palma Plaza, 1700 blk - West of Woodlawn Blvd",,,370,354,724,1/16/2013 0:00,4,2,1452
"Palma Plaza, 1800 blk - East of Loop 1 ESR",,,102,404,506,3/22/2001 0:00,4,2,1016
"Palo Blanco Ln, 5400 blk - South of Deadwood Dr",1011,1028,,,2039,3/18/2014 0:00,4,2,4082
"Palo Blanco Ln, 5600 blk - West of S. Pleasant Valley Rd",,,1389,1226,2615,12/11/2003 0:00,4,2,5234
"Paloma Blanca Way, 12300 blk - West of Las Alas Trl",,,224,276,500,10/26/2010 0:00,4,2,1004
"Paloma Blanca Way, 12300 blk - West of Las Alas Trl",,,246,264,510,10/10/2012 0:00,4,2,1024
"Paloma Blanca Way, 12400 blk - East of Las Alas Trl",,,256,207,463,10/25/2010 0:00,4,2,930
"Panadero Dr, 8500 blk - South of Quinton Dr",1748,2330,,,4078,10/29/2014 0:00,4,2,8160
"Park Bend Dr, 2000 blk - West of Cedar Bend Dr",,,1867,1737,3604,6/8/2006 0:00,4,2,7212
"Park Bend Dr, 2200 blk - East of Medical Oaks Drwy",,,2104,2014,4118,6/8/2006 0:00,4,2,8240
"Park Bend Dr, 2400 blk - West of Renfert Way",,,2721,4069,6790,6/6/2006 0:00,4,2,13584
"Park Plaza, 800 blk - East of IH35 ESR",,,2644,2246,4890,7/19/2005 0:00,4,2,9784
"Park Plaza, 900 blk - West of North Plaza",,,2372,2077,4449,7/19/2005 0:00,4,2,8902
"Park Thirty-Five Circle, 12000 blk - South of Walnut Park CRSG",96,949,,,1045,6/13/2005 0:00,4,2,2094
"Park Thirty-Five Circle, 12100 blk - West of IH35 WSR",,,1715,845,2560,6/13/2005 0:00,4,2,5124
"Parkcrest Dr, 5300 blk - North of Balcones Dr",2376,5024,,,7400,7/31/2013 0:00,4,2,14804
"Parkdale Dr, 8000 blk - North of Ashdale Dr",164,145,,,309,5/20/2010 0:00,4,2,622
"Parker Ln, 1400 blk - South of Riverside Dr",2858,2319,,,5177,3/24/2003 0:00,4,2,10358
"Parker Ln, 1600 blk - South of Taylor-Gaines St",2665,2403,,,5068,3/24/2003 0:00,4,2,10140
"Parker Ln, 1800 blk - South of Woodland Ave",3052,2817,,,5869,3/24/2003 0:00,4,2,11742
"Parker Ln, 2100 blk - North of Windoak Dr",2903,2888,,,5791,3/24/2003 0:00,4,2,11586
"Parker Ln, 3000 blk - North of Wickshire Ln",3697,4482,,,8179,10/24/2005 0:00,4,2,16362
"Parkfield Dr, 11400 blk - North of Braker Ln",1293,1396,,,2689,4/9/2003 0:00,4,2,5382
"Parkfield Dr, 11500 blk - North of Knoll Park Dr",968,933,,,1901,4/9/2003 0:00,4,2,3806
"Parkfield Dr, 11600 blk - East of Swearingin Dr",,,679,632,1311,3/18/2003 0:00,4,2,2626
"Parkfield Dr, 11600 blk - West of Swearingin Dr",,,432,388,820,3/18/2003 0:00,4,2,1644
"Parkfield Dr, 8500 blk - North of Larkspur Rd",159,154,,,313,5/18/2010 0:00,4,2,630
"Parkfield Dr, 8600 blk - South of Buckeye Ct",633,490,,,1123,10/3/2007 0:00,4,2,2250
"Parkfield Dr, 8700 blk - North of Buckeye Ct",683,518,,,1201,5/18/2010 0:00,4,2,2406
"Parkway, 1500 blk - South of Kingsbury St",382,668,,,1050,9/21/2009 0:00,4,2,2104
"Parkway, 2200 blk - South of E Windsor Rd",345,690,,,1035,5/8/2007 0:00,4,2,2074
"Parkwood Rd, 4300 blk - North of Crestwood",152,272,,,424,2/17/2010 0:00,4,2,852
"Parkwood Rd, 4300 blk - South of Airport Blvd",193,270,,,463,4/5/2004 0:00,4,2,930
"Parkwood Rd, 4400 blk - North of Airport Blvd",380,525,,,905,2/22/2010 0:00,4,2,1814
"Parkwood Rd, 4500 blk - North of Fairwood Rd",106,182,,,288,10/2/2008 0:00,4,2,580
"Parliament Place, 7800 blk - North of Barrington Way",3256,1300,,,4556,7/26/2004 0:00,4,2,9116
"Parliament Place, 7900 blk - South of Spicewood Springs Rd",3705,1365,,,5070,3/29/2004 0:00,4,2,10144
"Parmer Ln East, 3000 blk - West of Samsung Drwy",,,12777,11365,24142,11/20/2006 0:00,4,2,48288
"Parmer Ln, 1400 blk - East of Scofield Farms Dr",,,28570,29276,57846,5/18/2004 0:00,4,2,115696
"Pasadena Dr, 1200 blk - West of Grover Ave",,,70,69,139,11/13/2007 0:00,4,2,282
"Pasadena Dr, 1500 blk - West of Woodrow Ave",,,235,179,414,11/14/2007 0:00,4,2,832
"Patterson Ave, 700 blk - South of W. 8th St",199,336,,,535,6/16/2005 0:00,4,2,1074
"Patterson Ave, 800 blk - North of W. 8th St",163,239,,,402,6/16/2005 0:00,4,2,808
"Patton Ln, 1800 blk - West of Hickman Ave",,,1030,2504,3534,5/16/2001 0:00,4,2,7072
"Payne Ave, 1900 blk - East of Laird Dr",,,356,292,648,10/1/2013 0:00,4,2,1300
"Payne Ave, 1900 blk - East of Laird Dr",,,356,292,648,10/1/2013 0:00,4,2,1300
"Payton Falls Dr, 1400 blk - East of Dessau Rd",,,329,397,726,12/9/2003 0:00,4,2,1456
"Payton Gin Rd, 1400 blk - East of Ohlen Rd",,,7203,6742,13945,3/26/2003 0:00,4,2,27894
"Payton Gin Rd, 900 blk - West of N. Lamar Blvd",,,5002,4080,9082,3/26/2003 0:00,4,2,18168
"Peaceful Hill Ln, 8200 blk - North of Baldridge Dr",774,707,,,1481,10/9/2012 0:00,4,2,2966
"Peaceful Hill Ln, 8400 blk - North of Ralph Ablenado Dr",458,369,,,827,3/22/2007 0:00,4,2,1658
"Peacock Ln, 600 blk - West of South 1st St",,,120,124,244,6/4/2009 0:00,4,2,492
"Pearce Ln, 12600 blk - West of Ross Rd",,,3113,2498,5611,2/1/2005 0:00,4,2,11226
"Pearce Ln, 12700 blk - East of Ross Rd",,,2169,2179,4348,2/1/2005 0:00,4,2,8700
"Pearl St, 2400 blk - South of W. 25th St",352,957,,,1309,5/9/2007 0:00,4,2,2622
"Pearl St, 2400 blk - South of W. 25th St",442,971,,,1413,10/15/2003 0:00,4,2,2830
"Pearl St, 2900 blk - North of W. 29th St",216,235,,,451,10/1/2008 0:00,4,2,906
"Pease Rd, 1600 blk - South of Niles Rd",174,225,,,399,4/30/2007 0:00,4,2,802
"Pecan Creek Blvd, 10300 blk - North of Lake Creek Pkwy",657,695,,,1352,8/23/2005 0:00,4,2,2708
"Pecan Creek Blvd, 10600 blk - East of US 183 ESR",,,727,683,1410,8/23/2005 0:00,4,2,2824
"Pecos St, 1600 blk - North of Bonnie Rd",1137,1412,,,2549,5/19/2010 0:00,4,2,5102
"Pecos St, 1700 blk - North of Bridle Path",866,1018,,,1884,2/3/2003 0:00,4,2,3772
"Pecos St, 1800 blk - North of Cherry Ln",1158,1421,,,2579,5/19/2010 0:00,4,2,5162
"Pecos St, 2000 blk - North of Merideth Dr",923,1077,,,2000,2/3/2003 0:00,4,2,4004
"Pecos St, 2100 blk - North of Stevenson",1187,1499,,,2686,5/19/2010 0:00,4,2,5376
"Pecos St, 2500 blk - North of Bowman Ave",1355,1468,,,2823,2/3/2003 0:00,4,2,5650
"Pecos St, 2500 blk - North of Tanglewood Trl",1593,1772,,,3365,5/19/2010 0:00,4,2,6734
"Pecos St, 2600 blk - South of River Rd",1628,1374,,,3002,6/16/2010 0:00,4,2,6008
"Pecos St, 2600 blk - South of River Rd",1524,1571,,,3095,5/24/2010 0:00,4,2,6194
"Pecos St, 3300 blk - South of Woodbridge Dr",1961,2112,,,4073,5/19/2010 0:00,4,2,8150
"Pecos Street, 2000 blk - South of Stevenson Ave",1121,1443,,,2564,5/25/2011 0:00,4,2,5132
"Pecos Street, 2100 blk - North of Sheraton Ave",1136,1358,,,2494,5/25/2011 0:00,4,2,4992
"Pegram Ave, 2500 blk - West of Daugherty St",,,345,413,758,2/4/2003 0:00,4,2,1520
"Pegram Ave, 2700 blk, - West of Ardath St",,,279,319,598,2/4/2003 0:00,4,2,1200
"Pencewood Dr, 11400 blk - South of Loring Dr",54,46,,,100,11/19/2002 0:00,4,2,204
"Penny Lane, 2500 blk - East of Briarwood Ln",,,533,542,1075,4/11/2007 0:00,4,2,2154
"Penny Lane, 2600 blk - East of Stillwood Ln",,,510,481,991,5/20/2010 0:00,4,2,1986
"Perry Ln, 2800 blk - East of Placid Pl",,,312,635,947,8/6/2003 0:00,4,2,1898
"Perry Ln, 2900 blk - West of Placid Pl",,,127,583,710,8/6/2003 0:00,4,2,1424
"Perry Ln, 2900 blk - West of Placid Pl",,,134,593,727,4/4/2001 0:00,4,2,1458
"Perry Ln, 3200 blk - West of Valley Oak (West location)",,,998,1243,2241,10/9/2008 0:00,4,2,4486
"Perry Rd, 1100 blk - North of Bolm Rd",163,166,,,329,8/18/2004 0:00,4,2,662
"Pershing Dr, 2100 blk - North of Denver Ave",945,914,,,1859,3/3/2010 0:00,4,2,3722
"Pershing Dr, 2100 blk - North of Denver Ave",272,357,,,629,6/15/2004 0:00,4,2,1262
"Pershing Dr, 2200 blk - South of Franklin",1184,1209,,,2393,10/24/2013 0:00,4,2,4790
"Philco Dr, 1300 blk - West of Richmond Ave",,,200,251,451,2/12/2008 0:00,4,2,906
"Philco Dr, 4500 blk - West of Clawson",,,358,348,706,10/22/2013 0:00,4,2,1416
"Philco Dr, 4600 blk - West of Forest Hill Dr",,,258,260,518,10/22/2013 0:00,4,2,1040
"Philco Dr, 4700 blk - East of Everglade Dr",,,187,286,473,2/12/2008 0:00,4,2,950
"Philco Dr, 4700 blk - West of Forest Glade Dr",,,245,274,519,10/2/2007 0:00,4,2,1042
"Philco Dr, 700 blk - West of South 2nd St",,,240,287,527,10/16/2007 0:00,4,2,1058
"Pickfair Dr,  11400 blk - East of Costakes Dr",,,1277,1131,2408,10/4/2010 0:00,4,2,4820
"Pickfair Dr, 10100 blk - West of Spicewood Pkwy",,,568,539,1107,10/5/2010 0:00,4,2,2218
"Pickfair Dr, 10900 blk - North of Winchelsea Dr",967,986,,,1953,10/4/2010 0:00,4,2,3910
"Pickfair Dr, 10900 blk - North of Winchelsea Dr",1098,1162,,,2260,10/28/2003 0:00,4,2,4524
"Pickfair Drive, 10800 blk - 10800 blk - South of Winchelsea Drive",847,855,,,1702,9/10/2012 0:00,4,2,3408
"Piedmont Ave, 1200 blk - West of Grover Ave",,,106,89,195,11/13/2007 0:00,4,2,394
"Piedmont Ave, 1700 blk - East of Yates Ave",,,140,195,335,11/14/2007 0:00,4,2,674
"Piedmont Ave, 1700 blk - West of Arroyo Seco",,,136,187,323,10/20/2003 0:00,4,2,650
"Pine Knoll Dr, 1600 blk - West of Cripple Creek Dr",,,264,260,524,4/8/2010 0:00,4,2,1052
"Pinehurst Dr, 10400 blk - East of Pinehurst Cove",,,973,1068,2041,2/21/2013 0:00,4,2,4086
"Piney Creek Bend, 8600 blk - West of Dandelion Trail",,,374,420,794,5/14/2001 0:00,4,2,1592
"Pinnacle Rd, 3300 blk - East of Barn Swallow Dr",,,3179,2799,5978,4/28/2004 0:00,4,2,11960
"Pinnacle Rd, 3400 blk - West of Barn Swallow Dr",,,2939,2450,5389,4/28/2004 0:00,4,2,10782
"Pino Ln, 5900 blk - North of Dove Dr",475,517,,,992,6/29/2010 0:00,4,2,1988
"Piping Rock Trl, 2600 blk - North of Cranbrook Cove",184,160,,,344,12/3/2007 0:00,4,2,692
"Piping Rock Trl, 2611blk - North of Cranbrook Cove",104,95,,,199,12/3/2007 0:00,4,2,402
"Placid Place, 4500 blk - North of W. 45th St",424,125,,,549,4/4/2001 0:00,4,2,1102
"Placid Place, 4700 blk - North of Perry Ln",215,145,,,360,8/6/2003 0:00,4,2,724
"Placid Place, 4700 blk - North of Perry Ln",235,154,,,389,4/4/2001 0:00,4,2,782
"Plains Trail, 10600 blk - North of Fauntleroy Trl",641,617,,,1258,12/6/2007 0:00,4,2,2520
"Plains Trail, 10700 blk - South of Wagon Trl",679,629,,,1308,9/13/2007 0:00,4,2,2620
"Plains Trail, 10800 blk - North of Wagon Trl",869,767,,,1636,12/6/2007 0:00,4,2,3276
"Plains Trail, 10800 blk - South of Prairie Trl",840,726,,,1566,2/25/2010 0:00,4,2,3136
"Plains Trail, 10800 blk - South of Prairie Trl",903,734,,,1637,2/18/2009 0:00,4,2,3278
"Plains Trail, 11100 blk - North of Kramer Ln",691,314,,,1005,10/21/2002 0:00,4,2,2014
"Plantation Rd, 3300 blk - West of Burnside Rd",,,930,996,1926,2/19/2013 0:00,4,2,3856
"Pleasant Valley Rd North, 800 blk - North of Webberville Rd",2823,2910,,,5733,11/4/2003 0:00,4,2,11470
"Pleasant Valley Rd North, 900 blk - North of Glen Oaks Dr",2780,2723,,,5503,2/11/2002 0:00,4,2,11010
"Pleasant Valley Rd North,1100 blk - North of New York Dr",2603,2439,,,5042,2/11/2002 0:00,4,2,10088
"Pleasant Valley Rd So, 100 blk - North of Krieg Field Entrance",11444,12133,,,23577,1/17/2013 0:00,4,2,47158
"Pleasant Valley Rd So, 1100 blk - South of Lakeshore Blvd",9815,10073,,,19888,1/17/2013 0:00,4,2,39780
"Pleasant Valley Rd So, 1600 blk - South of Elmont",8371,8055,,,16426,1/17/2013 0:00,4,2,32856
"Pleasant Valley Rd So, 4800 blk - South of Union Court",2533,3881,,,6414,10/23/2013 0:00,4,2,12832
"Pleasant Valley Rd So, 600 blk - South of Krieg Field Entrance",11512,11936,,,23448,1/17/2013 0:00,4,2,46900
"Pleasant Valley Rd So, 90 blk - North of Canterbury St",10882,11375,,,22257,2/5/2013 0:00,4,2,44518
"Pleasant Valley Rd South, 100 blk - South of Longhorn Dam",13022,13814,,,26836,9/4/2014 0:00,4,2,53676
"Pleasant Valley Rd South, 100 blk - South of Town Lake Bridge",13878,14326,,,28204,3/24/2005 0:00,4,2,56412
"Pleasant Valley Rd South, 100 blk - South of Town Lake Bridge",12035,12889,,,24924,2/4/2002 0:00,4,2,49852
"Pleasant Valley Rd South, 1700 blk - North of Riverside Dr",9344,10254,,,19598,3/24/2005 0:00,4,2,39200
"Pleasant Valley Rd South, 4400 blk - South of East St Elmo Rd",2692,3696,,,6388,1/22/2014 0:00,4,2,12780
"Pleasant Valley Rd South, 600 blk - South of Krieg Field Complex",9952,11249,,,21201,12/13/2010 0:00,4,2,42406
"Pleasant Valley Rd South, 6100 blk - North of Turnstone Dr",3033,4430,,,7463,10/25/2005 0:00,4,2,14930
"Pleasant Valley Rd South, 7400 blk - South of Quicksilver Blvd",1462,1556,,,3018,3/27/2007 0:00,4,2,6040
"Plumewood Dr, 10600 blk - North of Marseilles Dr",62,62,,,124,11/20/2002 0:00,4,2,252
"Plumewood Dr, 11000 blk - South of Spicewood Club Dr",120,124,,,244,11/20/2002 0:00,4,2,492
"Plymouth Dr, 1100 blk - East of Bradford Dr",,,131,103,234,5/18/2010 0:00,4,2,472
"Ponca St, 6400 blk - East of Thrasher Ln",,,700,645,1345,3/5/2012 0:00,4,2,2694
"Ponciana Dr, 5100 blk - North of Pepper Ln",1570,2846,,,4416,11/20/2013 0:00,4,2,8836
"Ponciana Dr, 5300 blk - North of Ponciana Loop South Leg",1739,3036,,,4775,11/20/2013 0:00,4,2,9554
"Pond Springs Rd, 12800 blk - S. of San Felipe Blvd",5394,6240,,,11634,8/30/2004 0:00,4,2,23272
"Pond Springs Rd, 12900 blk - N. of San Felipe Blvd",6453,7708,,,14161,8/30/2004 0:00,4,2,28326
"Pond Springs Rd, 13000 blk - E. of Cahill Dr ",,,5443,5763,11206,1/4/2006 0:00,4,2,22416
"Pond Springs Rd, 13300 blk - E. of Anderson Mill Rd",,,3958,4442,8400,1/4/2006 0:00,4,2,16804
"Pond Springs Rd, 13500 blk - East of Shady Oaks Dr",,,1410,3409,4819,1/4/2006 0:00,4,2,9642
"Pony Chase, 5200 blk - East of W. Cow Path",,,414,356,770,10/21/2002 0:00,4,2,1544
"Pony Chase, 5200 blk - East of West Cow Path",,,350,393,743,4/15/2014 0:00,4,2,1490
"Poquito St, 1100 blk - North of Hamilton Ave",401,389,,,790,9/23/2013 0:00,4,2,1584
"Poquito St, 1100 blk - North of Hamilton Avenue",443,429,,,872,4/28/2014 0:00,4,2,1748
